pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,Genre,releaseYear
14,Miguel,spotify:track:1aIqVctA8EBlNDXET4LXFL,spotify:artist:360IAlyVv4PCEVjgyMZrxK,The Thrill,spotify:album:4Rvzx3X6hcDb7nty1IzVP4,182480,Kaleidoscope Dream (Deluxe Version),r&b,2012.0
133,William Clark Green,spotify:track:4gOZgRd1xSOjmUkP2NxFqX,spotify:artist:0cshCXEe1I7wlRwdrL91ZQ,Dead or in Jail,spotify:album:0owdopMgxzzssx6JVV86s5,219120,Rose Queen,"texas country, red dirt, country",2013.0
6,Willie Colón,spotify:track:134jAD9HOGtcZ9NRh7knRR,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,Cueste Lo Que Cueste,spotify:album:6SphKzSgPW55sFK5lUGKd8,319293,Hecho En Puerto Rico,"salsa, salsa romantica, merengue, son cubano",1993.0
34,Rod Stewart,spotify:track:2MF8XfAk3T5yGkhLJJHPQA,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,If You Don't Know Me By Now,spotify:album:1vYtAXJDt3FdgiaNCAW4c7,239880,Soulbook,soft rock,
122,Curren$y,spotify:track:6pxtXVm1GW7uyP1ODvqY4X,spotify:artist:6X8WdFjrNhXATMDSs26aCc,Boulders,spotify:album:1TLR5bGApN8ZFc5kh2DzAn,206826,Canal Street Confidential,southern hip hop,2015.0
26,The Temptations,spotify:track:3GPj3XfdsrWSvlMWcsJKrZ,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,You're My Everything,spotify:album:1jtY9cEWcI93Ho034ZghwQ,180533,With A Lot O' Soul,"motown, soul",1967.0
60,Seu Jorge,spotify:track:5rFOjtuaKyVjDbJtUhVLh7,spotify:artist:0i1s9WcIu0PrUvHzALgofo,Hagua,spotify:album:1EqmWSr3yaH4V4AAiNr7Sq,243893,Carolina,"mpb, samba, pagode",2001.0
37,Pat Benatar,spotify:track:0t8NsJ6AXnL866kkPrukxt,spotify:artist:43mhFhQ4JAknA7Ik1bOZuV,Don't Let It Show,spotify:album:3QtcoigGc0KKzE6mVAkFfY,244440,In The Heat Of The Night,album rock,1979.0
64,50 Cent,spotify:track:6fGjvkhTXsV5II8ynoSSfG,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,When It Rains It Pours,spotify:album:3tMcsqzC3SJ3R5CoJ5tVE8,242226,Get Rich Or Die Tryin'- The Original Motion Picture Soundtrack,east coast hip hop,2005.0
94,Drowning Pool,spotify:track:0wLuuggTVccdh3FHvL9eCq,spotify:artist:1E4r4z7ivGUcSAnCbINJ9v,Cast Me Aside,spotify:album:3F4igS8wy54xKPB3SOqRTt,252640,Desensitized,"nu metal, alternative metal, rap metal, metal",2004.0
15,Voz De Mando,spotify:track:3h41ZHI7IKVQaDxMVzBxv4,spotify:artist:5sLCZx5RvQ1Cv6kguDLCLx,Mi Ultima Carta,spotify:album:2fUB50VxPpZ7vlRHawxxxc,158906,Con La Nueva Federación,"corrido, banda, norteño, música mexicana",2010.0
5,John Mayer,spotify:track:4NVQK1qNqgLYmFk90pE4vm,spotify:artist:0hEurMDQu99nJRq8pTxO14,No Such Thing - Live at C.W. Mitchell Pavillion,spotify:album:1QRIX6BuSGegYwiAZOv4R5,234640,As/Is,singer-songwriter,2004.0
53,Tech N9ne,spotify:track:5jAmBUtXf2cuF6SUdBHzV2,spotify:artist:6UBA15slIuadJ8h2lPRPos,F**k Food,spotify:album:0ytQrBinlg9hb4uoaEmk37,295026,All 6's And 7's,horrorcore,2011.0
35,Linkin Park,spotify:track:6CsrXvZhQh4I28NWMo38Cm,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,One Step Closer - Live LP Underground Tour 2003,spotify:album:1MhedvSCTqGphXQz3oucpj,222360,Reanimation,"nu metal, rap metal, rock, alternative metal",2002.0
73,The Beatles,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,Act Naturally - Remastered,spotify:album:0PT5m6hwPRrpBwIHVnvbFX,150373,Help!,"classic rock, psychedelic rock",1965.0
42,Nine Inch Nails,spotify:track:0x1yvjUdSGrpx89I8IlqKo,spotify:artist:0X380XXQSNBYuleKzav5UO,Slipping Away - Remix Version,spotify:album:0Y4QAA8YOOyMfqs4a8i2OK,370500,Things Falling Apart,"industrial rock, industrial, industrial metal, alternative metal, electronic rock, nu metal",2000.0
66,Big Daddy Weave,spotify:track:7dsu3PjXarUGrFg6Z5Ox8r,spotify:artist:4SsMf4SjhOlSqEitcprgBt,Heaven Is Here,spotify:album:2nWTqt1W9qwhfWTMQ0vcNV,261760,Beautiful Offerings,"christian, ccm, worship, christian alternative rock, pop worship, christian rock, christian pop",2015.0
17,Thalía,spotify:track:3m8qGT5waagsTxTeSYs2Tc,spotify:artist:23wEWD21D4TPYiJugoXmYb,Gracias a Dios,spotify:album:48Squ1oYsMrjEGUKnmEHyp,242840,En Extasis,latin pop,1995.0
45,Iron Maiden,spotify:track:5zOAxLFUrHkLuVsF29Hn1z,spotify:artist:6mdiAmATAx73kdxrNrnlao,Running Free - 1998 Remastered Version,spotify:album:5J5fnu7PEwhgzdkiBBtblw,197226,Iron Maiden,"heavy metal, metal, hard rock, rock",1980.0
31,Skinny,spotify:track:0knMEWDd2o7hXvWi5yrzuh,spotify:artist:1DwFdML6JPf7SSeXmSRnVN,All Gold (Robocop),spotify:album:5bHxyeuWjtJeYHp4oLSkh3,278000,Ghetto Disneyland,arabic rap,2015.0
81,Bilal,spotify:track:6LF3U5YK1Zgdr6ajQrfW1h,spotify:artist:4jCbgl5Dmt3uOh8WRQfpPs,Love It,spotify:album:6n09PKuOUkvyOmX9U3uO77,226200,1st Born Second,neo soul,2001.0
85,Rod Stewart,spotify:track:5rkj47uKVh8X34AFR2XrPc,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,Have I Told You Lately - Studio Version Remix,spotify:album:2GmrcFfoRPSKmmSyh36Bu6,238333,If We Fall In Love Tonight,soft rock,1996.0
28,Knife Party,spotify:track:0hoDhuKAwCOjJHbkNGi0Dq,spotify:artist:2DuJi13MWHjRHrqRUwk8vH,Battle Sirens - Live Version,spotify:album:1PAnvZUjxF2xIITcLXW8bx,248874,Battle Sirens,"dubstep, moombahton, edm, dub",
35,KISS,spotify:track:2lGVVSCuMtrFOWofLR9Y4g,spotify:artist:07XSN3sPlIlB2L2XNcTwJw,Hotter Than Hell - Live,spotify:album:2m8rXfQMY37otwhLMh6wkH,192933,Alive!,"glam metal, glam rock, hard rock, rock, classic rock",1975.0
13,Randy Meisner,spotify:track:1b5Y0L4Hid6s8HDsNiiwS9,spotify:artist:00f43SIUld0KU349dnwsmC,Deep Inside My Heart,spotify:album:5AjIAixuRsoNterGSS4uum,209320,One More Song,country rock,1980.0
78,Benjamin Gibbard,spotify:track:23BsnzyFKMoAE9cYULyVyi,spotify:artist:4CvZd3qzC2HbLxAoAEBRIL,You Remind Me of Home,spotify:album:5pm23QL4TNZVtvztZDb3a2,136080,"Home, Vol. 5",alt country,2003.0
149,Johnny Cash,spotify:track:5bs8LDyc9ywDjXLrwmoRVc,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Osteraker (San Quentin) - Live,spotify:album:6TcgY4vHX9wDk4Nr1a3l1z,165720,På Österåker,country,1973.0
73,Bone Thugs-N-Harmony,spotify:track:0ozh9lHRF0gF0UqSYp0Iu5,spotify:artist:5spEJXLwD1sKUdC2bnOHPg,Dark Days,spotify:album:77SLL2DvkJENoLyrL9w3fW,228571,Thug Brothers 3,"gangster rap, g-funk",
6,Pleasure P,spotify:track:7FIPeBAYCgqpZDZFKDIOiw,spotify:artist:6dROiL44pIQZVNZ6Bc0OJO,Change Positions,spotify:album:48yibbG4sXZFMIaETgLNpQ,240413,Change Positions,r&b,2010.0
45,Duke Ellington,spotify:track:1Ww53N2kDAnouYeQ96ASqn,spotify:artist:4F7Q5NV6h5TSwCainz8S5A,"Take The ""A"" Train - Live (7/27/66-Cote D'Azur)",spotify:album:6HB7DIimNNH9IEQyNbZhLi,103173,The Ella Fitzgerald & Duke Ellington Cote D'Azur Concerts On Verve,"jazz, big band, swing music, cool jazz",1998.0
22,John Hiatt,spotify:track:0NsQuMyU3dzu3dRmEIrw8z,spotify:artist:4Sld5LOPbAm1QSq9U32fFV,The Open Road,spotify:album:07pIY3g76DjmnjQbVucGXG,274866,The Open Road,"americana, roots rock, country rock, alt country",2010.0
3,Woody Guthrie,spotify:track:7pSHE2IEgaDvQ45GzHUsYN,spotify:artist:4rAgFKtlTr66ic18YZZyF1,Do Re Mi,spotify:album:0TG0jC9uLPtdGEWAPaWUqe,182413,American Radical Patriot,"folk, americana, singer-songwriter",
13,Mutemath,spotify:track:3aV254YEc0rjMOmAGyOQcy,spotify:artist:1J9Z9bhqkgyqseEi85cbyx,Blood Pressure,spotify:album:7vi0pZ4Jtra58ryrKOy93i,183826,Odd Soul,alternative rock,2011.0
37,SZA,spotify:track:12oqWylRm0wfNnBeO4FUsX,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,The Odyssey,spotify:album:3ZMrSkztazE9Yqvj6XmSVs,202360,SZA,r&b,2016.0
90,Noel Torres,spotify:track:4T9Bw1b9WTFrsIEYrLOE6M,spotify:artist:1GUYk7GLP4tALtorFH1OWG,Al Frente y de Frente,spotify:album:3HBCUAU5pi2fQVk9K0zj3c,189440,Al Frente y de Frente,"corrido, banda, música mexicana, norteño, corridos bélicos",2014.0
77,RDX,spotify:track:3OhGie38Jh9S1HZc4Siw9l,spotify:artist:4GpVRyxDYccJrbQkO3KWws,Fluffy Anthem,spotify:album:25RwxjTD75e1DEkYn5Rmn0,214177,Fluffy Anthem - Single,"dancehall, soca, ragga",
23,2Pac,spotify:track:3tQ23ZwyXfjQ6RnlxlWGOk,spotify:artist:1ZwdS5xdxEREPySFridCfh,Good Life,spotify:album:0uT4bCZS9o5C1ThDa2VxpV,257000,Until The End Of Time,"gangster rap, west coast hip hop, g-funk, hip hop",2001.0
164,R. Kelly,spotify:track:2sdEIormjRR7yQcW93trZp,spotify:artist:2mxe0TnaNL039ysAj51xPQ,Barely Breathin',spotify:album:0l4XFGgOoaDEdXoB62Hppw,285106,The Buffet (Deluxe Version),r&b,2015.0
79,Dimitri Vegas & Like Mike,spotify:track:7wJPbMMREKePsNeJySMbCZ,spotify:artist:73jBynjsVtofjRpdpRAJGk,Melody - Coone Extended Remix,spotify:album:07HyElRuKCY1nzMaLYsVGO,257367,Melody,"big room, electronica, edm, electro",
12,Mayday Parade,spotify:track:440xG6NJUNhha53kmvOL1U,spotify:artist:3WfJ1OtrWI7RViX9DMyEGy,Everything's An Illusion,spotify:album:5ioUIvpedCZXXXPE1zvsoV,207906,Mayday Parade (Deluxe Edition),"pop punk, emo, emo pop",2011.0
59,Merle Haggard,spotify:track:4PSjoa272pk5ttEQ6nGDYt,spotify:artist:2ptmyXoL7poH6Zq62h1QT9,White Christmas,spotify:album:4MaJ8Fe537M9CshsgxszzN,148253,Merle Haggard's Christmas Present,"country, traditional country, honky tonk",1973.0
32,Miles Davis,spotify:track:2THxlQ1tVQ4thd4B1SVJ8k,spotify:artist:0kbYTNQb4Pb1rPbbaF0pT4,The Meaning Of The Blues,spotify:album:6WOddaa5Vqp8gQZic8ZUw9,168426,Miles Ahead,"jazz, cool jazz, hard bop, bebop, jazz fusion, jazz blues, free jazz",1957.0
37,Casting Crowns,spotify:track:29QonORHg3jk91TBY48PdL,spotify:artist:6eJqAWJdd8JhAN1pQGie4r,Dream for You,spotify:album:3rdhHLp8c07rmDpN7lEARY,236573,Thrive,"christian, worship, ccm, christian rock, christian alternative rock, pop worship, christian pop",2014.0
43,Daddy Yankee,spotify:track:5q1b6zsWRtlHcC45pVEBoD,spotify:artist:4VMYDCV2IEDYJArk749S6m,El Mejor de Todos los Tiempos,spotify:album:3g09ln1DeyjtPhlITh8DzT,170186,Mundial (Deluxe Version),"reggaeton, latin",2010.0
21,Social Club Misfits,spotify:track:4ANQRqqLODCRRdozBvsm5S,spotify:artist:0wnsM0ziqToBwQeEbH0akL,Misfit Anthem - Radio Version,spotify:album:1MObxDFyNsSAH6KvFrN9FZ,243597,Misfit Anthem,"christian hip hop, christian, christian pop, pop worship",2017.0
21,Tenacious D,spotify:track:1DzHhGRaNDPfV2jJy2XyjJ,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,Explosivo,spotify:album:1AckkxSo39144vOBrJ1GkS,115000,Tenacious D,comedy,2001.0
3,Showtek,spotify:track:53Pc6uynbNw1VOGKDUfcp0,spotify:artist:3gk0OYeLFWYupGFRHqLSR7,Booyah - Cash Cash Remix,spotify:album:0Dix8CfvtZEHUyJGnmPnaB,307889,Booyah,"hardstyle, big room, edm, electronica",2013.0
4,Little Big Town,spotify:track:5i4yZdqJHk6aDqZVTpr1KN,spotify:artist:3CygdxquGHurS7f9LjNLkv,That's Where I'll Be,spotify:album:4gimP0sudXvT9GoggYLrkm,291560,A Place To Land,country,2007.0
27,Mariah Carey,spotify:track:6PP8I9FUWPIVRvV81anBnR,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Vanishing,spotify:album:5SwNGsGw1I8H361DKiYnnn,251800,Mariah Carey,christmas,1990.0
11,Bassnectar,spotify:track:5XhEyvRMax8Nq5MdoNrYCc,spotify:artist:1JPy5PsJtkhftfdr6saN2i,I Am A Laser,spotify:album:6euSKWt6mUYGsIhMKRLS4x,342857,Cozza Frenzy,"dubstep, bass music, dub",2009.0
28,Bassnectar,spotify:track:5XwDUUOGYT6kw9hZyf7CHE,spotify:artist:1JPy5PsJtkhftfdr6saN2i,Shampion Chip,spotify:album:2n9RwIM1CdRV4GZzC7sfWa,215200,Unlimited,"dubstep, bass music, dub",2016.0
118,Project Pat,spotify:track:7lfdpoi6U3CTzvyn5ybyuC,spotify:artist:08Ld63UgKrJ0nZnCkzHtzc,I Play Dope Boy,spotify:album:5Ads3IEBcoBwabbD9VB1zy,177240,Loud Pack,"memphis rap, southern hip hop, crunk, gangster rap",
30,Slightly Stoopid,spotify:track:1vXZe1Y0PDvafxghjpz6EZ,spotify:artist:6MxlVTY6PmY8Nyn16fvxtb,Hold On To The One,spotify:album:6aojA7xVxXyXlJjzAheiIQ,221986,Chronchitis,"reggae rock, reggae",2007.0
64,Toni Braxton,spotify:track:6LJtzVtDSngFvDg08GIeIj,spotify:artist:3X458ddYA2YcVWuVIGGOYe,Find Me A Man,spotify:album:6rxtWZH5ua9eANwWdwwf9o,269026,Secrets,r&b,1996.0
34,Sleeping With Sirens,spotify:track:7la8N6YLMUDAXl2iAEe9Sy,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,Scene Two - Roger Rabbit,spotify:album:5AwsetST9VPhNm2AvAEBnN,197946,"If you were a movie, this would be your soundtrack","emo, post-hardcore, screamo, emo pop",2012.0
88,Mosaic MSC,spotify:track:3IyoXNa53ZKwCpjQIDx15N,spotify:artist:4hAridhpYF50cbO6o7jB3b,Running to You - Live,spotify:album:3UxEWAU0vEOmj3jYxGF3bQ,329900,MSC (Live in LA),"worship, christian",2015.0
153,Iron & Wine,spotify:track:5LWTSR4ZpKQiCQqlNwbQM3,spotify:artist:4M5nCE77Qaxayuhp3fVn4V,Straight And Narrow,spotify:album:7HXvXyk3wOhwLX3RM7ewGc,315793,Sing Into My Mouth,"indie folk, chamber pop, folk",2015.0
0,Big Star,spotify:track:4BiCAvszzLVnyacHxDRFaT,spotify:artist:3UvcmAOZt64oKpP95f6MMM,For You,spotify:album:7J7sZIPRWHxt3eVPGKsfi6,162946,Keep An Eye On The Sky,"power pop, jangle pop, baroque pop",2009.0
17,Montgomery Gentry,spotify:track:0i77kTaLqaXeVfFqRx8Pfd,spotify:artist:3bGXaFVQLASmDMdjjeJr8a,Hellbent On Saving Me,spotify:album:4UBOcfplkXi6ZEJiVn11Dq,199160,Carrying On,"country, acoustic country",2001.0
15,Agnes Obel,spotify:track:0nVzp5niCmyzS0NKSGIDyC,spotify:artist:1rKrEdI6GKirxWHxIUPYms,Dorian,spotify:album:5mdWrhN59Jte2qZeLVKBJC,286320,Aventine,chamber pop,2014.0
95,Elvis Presley,spotify:track:1yqli9U8Jt3rXpqSrHhRcC,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,I'll Be Home On Christmas Day,spotify:album:67WNQsweOZ94qxgAUDGXAk,231426,Elvis Sings the Wonderful World of Christmas,"rockabilly, rock and roll",1971.0
97,Soundgarden,spotify:track:4xCLdZhA5x4FDjYTfhOi07,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,Mood for Trouble,spotify:album:5ZenjDvGoaKRK8xGmBXnVx,260784,Ultramega OK,"grunge, post-grunge, hard rock",
16,Shawn Mendes,spotify:track:2oOssCqBMGu1bXSFF8DQyf,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,I Don't Even Know Your Name,spotify:album:5wKylB0Zwnxz046O7po25D,180400,Handwritten,pop,2015.0
31,Randy Houser,spotify:track:4eyleOoeja8t6ITdcpEOIK,spotify:artist:56x8mYvS3cyDGAi8N2FxbB,Top of the World,spotify:album:4BVzcXLDJ8pRtJttQiU3G6,197893,How Country Feels,"country, acoustic country",2013.0
15,Alesso,spotify:track:2uGgvmRNgCwXpmxqvJnptU,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,Heroes (we could be) - Grandtheft Remix,spotify:album:03cpWxb3t38YrVTxBI62og,238120,Heroes (we could be),edm,2014.0
11,Johnny Cash,spotify:track:4VAG6oN66eUhsFqWVTWkyo,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,If the Good Lord's Willing,spotify:album:2Uu2hccRmXc9NyUNzwRpXT,102213,Johnny Cash at Sun,country,2014.0
144,Arcade Fire,spotify:track:3TcmqdciWnQOXxYohhERbP,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,(Antichrist Television Blues),spotify:album:4GT6uZod4p5RiDMOVHOMme,310280,Neon Bible,"indie rock, baroque pop",2007.0
30,Caribou,spotify:track:2WTDr7X7pqN9IilUxm00JI,spotify:artist:4aEnNH9PuU1HF3TsZTru54,Odessa,spotify:album:7K87ZhCZUlHREhQLq8Bmyr,315506,Swim,"indietronica, idm",2010.0
0,Incubus,spotify:track:2lrTuZS7KEYYlPnmkgU2Yy,spotify:artist:3YcBF2ttyueytpXtEzn1Za,The Warmth,spotify:album:4nO7EUWCOzqHK3iGDXDzzU,264733,Make Yourself - Tour Edition,"nu metal, funk rock, alternative metal, alternative rock",1999.0
132,Linkin Park,spotify:track:420MWw0PjwBeDBAOSL1QCL,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Leave Out All The Rest - Live At Milton Keynes,spotify:album:72seWTJF9U5SljizfyF2ZK,203893,Road To Revolution: Live At Milton Keynes,"nu metal, rap metal, rock, alternative metal",2008.0
148,Ice Cube,spotify:track:3ayyn32VbD8QdMjG771yqF,spotify:artist:3Mcii5XWf6E0lrY3Uky4cA,Two Decades Ago,spotify:album:0BBkU3Xqj8mhnPzie9QmH6,14386,"Laugh Now, Cry Later","gangster rap, west coast hip hop, g-funk",
7,Def Leppard,spotify:track:5v3XX9jdxMQbPmkzYwsrAs,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ,Promises,spotify:album:0IXPDVnECWSt6NFLDlgpoC,251333,Viva! Hysteria (Original Soundtrack),"glam metal, glam rock, classic rock",2013.0
168,Brandy,spotify:track:62K7EHA67O48gg7lTtcyc2,spotify:artist:05oH07COxkXKIMt6mIPRee,Afrodisiac,spotify:album:0TBkOhBNDAooz45OxNZSle,228320,Afrodisiac,r&b,2004.0
136,Wilco,spotify:track:0ZQ0AYmoSQqmPYtI9JP9F9,spotify:artist:2QoU3awHVdcHS8LrZEKvSM,War on war,spotify:album:0rPtXOMN42nsLDiShvGamv,227666,Yankee Hotel Foxtrot,"alt country, americana, indie rock",2003.0
156,Moby,spotify:track:0l8epeXFt9n7EcAWDXftWS,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,The Last Day - Live,spotify:album:0Bcm3qmEY5SN0c1oBc2IX7,442000,Innocents,"downtempo, trip hop",2014.0
65,Mac Demarco,spotify:track:1CX8nEwUjCErW8RSneCTEJ,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,Potato Boy,spotify:album:5qYFXSN8JZMFZqkv9ZlG01,166933,Salad Days Demos,indie,2014.0
27,Buffalo Springfield,spotify:track:2f8Qy73jkX4h4Dgj3pKlS5,spotify:artist:3eskO5m0H4yiF64vRySBjr,Mr. Soul - Mono,spotify:album:7KB2kvAO7bj7X6HRQmuZ4Q,164013,Neil Young Archives Vol. I (1963 - 1972),"folk rock, country rock",2009.0
78,Streetlight Manifesto,spotify:track:5qE1VxYm4TLbtuIWaXXSQe,spotify:artist:1OKOTYGoCE2buxTYMegJp7,A Moment of Violence,spotify:album:5slTcrsJ9B8Q4q8rA135XE,120386,Everything Goes Numb,"ska, ska punk, punk",2003.0
119,Phillip Phillips,spotify:track:7MMnHneRGkGdIrVfDL3zwH,spotify:artist:6p5JxpTc7USNnBnLzctyd4,Searchlight,spotify:album:6FAougtec534R7fcKVeNEq,252520,Behind The Light,folk pop,2014.0
24,Sons Of Bill,spotify:track:1iltfeTuqJQYuZWN9MPO9E,spotify:artist:52oqBs3nTaZ3K3PcGpjCgw,Texas,spotify:album:37cW2LPZlrntEdsBwqPHrm,271320,A Far Cry From Freedom,"alt country, americana, red dirt",
53,Alien Ant Farm,spotify:track:4CVZXYC8hOfHHHvbOM0DRM,spotify:artist:6TZdvF1kFzwnQLgHQynzsO,These Days,spotify:album:5opCNd5ulp6AJApLPtIX7x,185066,truANT,"nu metal, alternative metal",
186,The Postal Service,spotify:track:64ZutGB9OXDUDho6bcttqb,spotify:artist:5yV1qdnmxyIYiSFB02wpDj,A Tattered Line of String,spotify:album:1WMxnk8FUn2RscMjOM6cq3,176933,Give Up (Deluxe 10th Anniversary Edition),indietronica,2003.0
9,Martin Castillo,spotify:track:1IoRzx6CfPGhJ1xOrx5kpt,spotify:artist:7cTBwZEDfYdYu1ti31AgPw,El Senor M 100,spotify:album:1vS4gAj1BlQ4n3L2osAy6K,158040,Autorizados,"corrido, corridos bélicos",2011.0
40,AC/DC,spotify:track:6pivm7pNF4GyBkHNGseHCS,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Shot Down in Flames,spotify:album:10v912xgTZbjAtYfyKWJCS,202866,Highway to Hell,"rock, hard rock, classic rock, rock and roll",1979.0
216,Jason Boland & The Stragglers,spotify:track:61euBDYvR2Pp9pjggyeLTc,spotify:artist:1sX1MkGoDKuMzzhaALPFyZ,Electric Bill,spotify:album:21iBaD9BflnoP75s2bP0MO,195040,Dark & Dirty Mile,"red dirt, texas country, alt country",
81,Pearl Jam,spotify:track:5707A8XNKQT26Ciek7H9KV,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Smile,spotify:album:3FKhxgSZdtJBIjdHsjbxI0,231813,No Code,"grunge, rock, post-grunge",1996.0
56,Andrew Rayel,spotify:track:4Q8BqqbIvbrT1SCfR9dBPK,spotify:artist:1UtBjqMZBAmqIPlDrKu7Tr,Dark Warrior,spotify:album:3vQ3k7WRKnaNuPdOEUkIQJ,151818,Dark Warrior,"trance, progressive trance",2013.0
8,Lecrae,spotify:track:5j4vnlS01drA4GPtKZRAEe,spotify:artist:1CFCsEqKrCyvAFKOATQHiW,New Reality (feat. Chinua Hawk),spotify:album:2JDd8vFO87iiNuZbMnApng,248413,Rehab,"christian hip hop, christian, gospel r&b, christian pop, chinese hip hop, pop worship",2010.0
27,Grouplove,spotify:track:70QCJwpiTcvN8t7scWHjZh,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,Remember That Night,spotify:album:6OTry12C08dF4Snq4rcE6E,183405,Big Mess,indie,2017.0
3,Sir Sly,spotify:track:4c0G15Z7zjLWrKzgYKSuGX,spotify:artist:3DFoVPonoAAt4EZ1FEI8ue,Headfirst,spotify:album:5VvCD7gVffRgdPfExxLfF4,212745,"Don't You Worry, Honey",indietronica,2017.0
22,Little Feat,spotify:track:4CwpuCZcK6Vym6BZd8Pgfe,spotify:artist:0ZIwOAzDuGPspzK7yiTc4S,Two Trains,spotify:album:4xtCtXkGuTbHQwTaVd5FCF,187266,Dixie Chicken,"southern rock, country rock, roots rock",1973.0
11,Morcheeba,spotify:track:6dqRqJftyi8qsxxBQhYP8f,spotify:artist:6bWxFw65IEJzBYjx3SxUXd,Washed Away,spotify:album:0xnbwgotcNq7y0qkuNHZEJ,263573,Dive Deep,"trip hop, downtempo",2008.0
64,Alta Consigna,spotify:track:6vVqoV7aj5ZhZ3vFllIlv2,spotify:artist:0DjAjUeZwSixK0dRwplBXb,David De Los Acme (En Vivo),spotify:album:0AeBvg16NCrPzFVZTMCT0G,204043,Desde La Oficina Vol. 2,"sierreño, banda, corrido, norteño, sad sierreño",
38,R3HAB,spotify:track:4Jp79uh7FDCzkSEr88zdjm,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,Marrakech,spotify:album:7rXJOnBDZk3yPmpMXFNsPZ,164769,Trouble,"slap house, edm",2017.0
9,Allen Stone,spotify:track:3Jb6cwaoiA3cYuParl1z67,spotify:artist:536osqBGKzeozje8BfcGsa,I Know That I Wasn’t Right,spotify:album:1oQUa18tr6i27gKmO7LX1J,410426,Radius,retro soul,2016.0
27,Chrisette Michele,spotify:track:3nEml1cK1d8avAb6N1A5sh,spotify:artist:3YJMzGjAm245zwJooY7PEj,Work It Out,spotify:album:0Hivy0BMHGqvqE7syF72j9,261066,I Am,"neo soul, jersey club, r&b",2007.0
52,Dada Life,spotify:track:2QrZLWx2pKB0JKJdyLNFGF,spotify:artist:00sAT5YX8W3xNd1EuqyHw9,Kick Out The Epic Motherf**ker - Datsik Instrumental Remix,spotify:album:6tEMiOc5f5zqNxueVuhzxn,301880,Kick Out The Epic Motherf**ker,"big room, edm, electro house",2012.0
48,Cotton Jones,spotify:track:4wSHokSNNHfVstpLJMNXjx,spotify:artist:6RHDASo3OVNiNY2nrGx3qc,Little Ashtray In Sun,spotify:album:2oASnIn2Mt8QE4tDmSyWpy,192466,Paranoid Cocoon,baroque pop,2009.0
4,Young Thug,spotify:track:7bA6RE2P6a3dJVoUxdpe0j,spotify:artist:50co4Is1HCEo8bhOyUWKpn,Want Some More,spotify:album:6gALrQWLe3Z2cMMZvV4Dz7,202751,Street Is Watching,"rap, melodic rap, trap",2014.0
148,Gipsy Kings,spotify:track:6OQhXLe3n1Nh6hQjRwyDAe,spotify:artist:3jc496ljiyrS3ECrD7QiqL,My Gitana,spotify:album:3oXanIrGOXCeIcv0gb7Pnw,354360,Sorpresa de Navidad,flamenco,
37,Sutton Foster,spotify:track:6sgFTeOzA48AnRuO4X5qE8,spotify:artist:2RWaZohsuqSJX9xWX3p95G,This Is How A Dream Comes True,spotify:album:5VeD79fcAGrvxWTwiWSVfh,191240,Shrek The Musical,musicals,2008.0
44,Michael Giacchino,spotify:track:1mD4ResONwh19VNAQpwPCh,spotify:artist:4kLvhMAuCloLxoP1aVM7Lr,"Carl Goes Up - From ""Up""",spotify:album:4Tf4nzRuf5W3EvHqigxcmv,214466,Disney/Pixar Greatest,soundtrack,2009.0
30,Fleetwood Mac,spotify:track:3YrjFJwsOPWShEkIvxbqwW,spotify:artist:08GQAI4eElDnROBrJRGE0X,Say You Will,spotify:album:6dMdadS6Ng71pD9As93ufx,227826,Say You Will,"classic rock, soft rock",2003.0
